Packet #,Device ID,TX Timestamp,RX Timestamp,RTT Latency [ms],Data Rate [Kbps],Response,Latest IPC Msg
1,901564800F76,04:53:13.114,04:53:13.236,121.374,5.602517837428115,YES,0x93 0x01 0x13 0xAA 0x57 0x03 0x00 0x00
1,901564800FA8,04:53:13.114,04:53:13.260,145.511,4.673186219598518,YES,0x93 0x01 0x32 0xA4 0x57 0x03 0x00 0x00
1,901564800E5A,04:53:13.114,04:53:13.476,361.35299999999995,1.8818163956020848,YES,0x93 0x01 0x22 0xA5 0x53 0x05 0x00 0x00
1,901564800E5A,04:53:13.114,04:53:13.525,410.83,1.6551858432928463,YES,0x93 0x01 0x11 0xA4 0x44 0x02 0x00 0x00
1,901564800E5A,04:53:13.114,04:53:13.577,462.45799999999997,1.4704037988314616,YES,0x93 0x01 0x42 0xA5 0x4F 0x06 0x00 0x00
1,901564800E70,04:53:13.114,04:53:13.621,506.234,1.3432523299501813,YES,0x93 0x01 0x22 0x00 0x51 0x00 0x00 0x00
1,901564800E5A,04:53:13.114,04:53:13.630,515.182,1.319921891680998,YES,0x93 0x01 0x00 0xA4 0x50 0x00 0x00 0x00
1,901564800F76,04:53:13.114,04:53:13.666,551.385,1.2332580683188696,YES,0x93 0x01 0x11 0x00 0x52 0x00 0x00 0x00
1,unknown,04:53:13.114,04:53:14.045,930.928,0.15468435797397864,YES,N/A
1,901564800FA8,04:53:13.114,04:53:14.138,1023.79,0.6641987126266129,YES,0x93 0x01 0x42 0x00 0x46 0x00 0x00 0x00
1,901564800E5A,04:53:13.114,04:53:14.343,1228.479,0.5535300155721017,YES,0x93 0x01 0x13 0xA5 0x51 0x02 0x00 0x00
1,901564800E5A,04:53:13.114,04:53:14.387,1272.8310000000001,0.53424217354857,YES,0x93 0x01 0x12 0xA5 0x52 0x04 0x00 0x00
1,901564800E5A,04:53:13.114,04:53:14.438,1323.76,0.513688281863782,YES,0x93 0x01 0x32 0xA6 0x4F 0x05 0x00 0x00
1,901564800FA8,04:53:13.114,04:53:14.604,1489.6039999999998,0.45649716300439586,YES,0x93 0x01 0x11 0xB3 0x48 0x01 0x00 0x00
1,901564800FA8,04:53:13.114,04:53:14.622,1507.4540000000002,0.4510917082710318,YES,0x93 0x01 0x23 0xA4 0x52 0x01 0x00 0x00
1,901564800E70,04:53:13.114,04:53:14.749,1635.0359999999998,0.41589298339608427,YES,0x93 0x01 0x13 0xA2 0x5D 0x02 0x00 0x00
1,901564800FA8,04:53:13.114,04:53:14.977,1862.193,0.36516086141447207,YES,0x93 0x01 0x13 0xA4 0x5C 0x03 0x00 0x00
1,901564800FA8,04:53:13.114,04:53:15.020,1905.237,0.35691097747944217,YES,0x93 0x01 0x12 0xB2 0x58 0x02 0x00 0x00
1,901564800F76,04:53:13.114,04:53:16.776,3661.272,0.1857278017038887,YES,0x93 0x01 0x32 0xA5 0x4F 0x03 0x00 0x00
2,unknown,04:53:18.115,04:53:18.158,42.817,3.3631501506411006,YES,N/A
2,901564800FA8,04:53:18.115,04:53:18.176,60.98,11.151197113807806,YES,0x93 0x02 0x13 0xA4 0x5B 0x02 0x00 0x00
2,901564800E70,04:53:18.115,04:53:18.491,375.392,1.8114397749552469,YES,0x93 0x01 0x11 0xA8 0x5D 0x05 0x00 0x00
2,901564800FA8,04:53:18.115,04:53:18.628,512.6659999999999,1.3263996442128014,YES,0x93 0x02 0x11 0xB2 0x48 0x02 0x00 0x00
2,901564800FA8,04:53:18.115,04:53:19.021,905.674,0.7508220397184859,YES,0x93 0x02 0x42 0xA5 0x46 0x02 0x00 0x00
2,901564800FA8,04:53:18.115,04:53:19.081,965.951,0.7039694560076029,YES,0x93 0x02 0x32 0xA4 0x56 0x01 0x00 0x00
2,901564800FA8,04:53:18.115,04:53:19.133,1017.873,0.6680597677706354,YES,0x93 0x02 0x12 0xB3 0x58 0x03 0x00 0x00
2,901564800FA8,04:53:18.115,04:53:20.468,2352.513,0.28905260034694813,YES,0x93 0x02 0x23 0xA4 0x52 0x02 0x00 0x00
2,901564800E70,04:53:18.115,04:53:20.899,2784.052,0.24424831145395273,YES,0x93 0x01 0x42 0xA1 0x5E 0x04 0x00 0x00
2,901564800E70,04:53:18.115,04:53:20.944,2828.4379999999996,0.24041538121040662,YES,0x93 0x01 0x42 0x00 0x5B 0x00 0x00 0x00
2,901564800F76,04:53:18.115,04:53:21.650,3534.354,0.1923972527935798,YES,0x93 0x01 0x42 0xB1 0x51 0x03 0x00 0x00
2,901564800F76,04:53:18.115,04:53:21.706,3590.31,0.189398687021455,YES,0x93 0x01 0x23 0xA2 0x55 0x02 0x00 0x00
2,901564800F76,04:53:18.115,04:53:22.075,3959.5280000000002,0.1717376414562544,YES,0x93 0x01 0x22 0xA4 0x5A 0x03 0x00 0x00
2,901564800F76,04:53:18.115,04:53:22.161,4046.221,0.16805804724951998,YES,0x93 0x02 0x11 0xA0 0x51 0x02 0x00 0x00
2,901564800F76,04:53:18.115,04:53:22.207,4091.951,0.16617989804863254,YES,0x93 0x02 0x13 0xAB 0x58 0x02 0x00 0x00
2,901564800F76,04:53:18.115,04:53:22.589,4473.903,0.15199256666941593,YES,0x93 0x02 0x22 0xA4 0x5C 0x03 0x00 0x00
2,901564800F76,04:53:18.115,04:53:22.994,4878.629,0.13938342103898452,YES,0x93 0x02 0x42 0xB2 0x50 0x03 0x00 0x00
2,901564800F76,04:53:18.115,04:53:23.115,4999.594,0.13601104409678066,YES,0x93 0x02 0x32 0xA5 0x4E 0x05 0x00 0x00
3,901564800F76,04:53:23.116,04:53:23.165,48.972,13.885485583598792,YES,0x93 0x02 0x23 0xA2 0x55 0x04 0x00 0x00
3,901564800E70,04:53:23.116,04:53:23.275,158.188,4.298682580221003,YES,0x93 0x01 0x12 0x00 0x59 0x00 0x00 0x00
3,901564800E70,04:53:23.116,04:53:23.297,180.573,3.765790012903368,YES,0x93 0x01 0x32 0xA1 0x5C 0x03 0x00 0x00
3,901564800E70,04:53:23.116,04:53:23.350,233.75799999999998,2.908991350028662,YES,0x93 0x01 0x42 0xA1 0x5E 0x04 0x00 0x00
3,901564800F76,04:53:23.116,04:53:23.560,443.91,1.5318420400531638,YES,0x93 0x03 0x42 0xB2 0x51 0x02 0x00 0x00
3,unknown,04:53:23.116,04:53:23.627,510.61199999999997,0.28201452374797303,YES,N/A
3,901564800E70,04:53:23.116,04:53:23.716,599.878,1.1335638246443442,YES,0x93 0x02 0x22 0xA1 0x51 0x01 0x00 0x00
3,901564800E70,04:53:23.116,04:53:23.903,786.261,0.8648527651759403,YES,0x93 0x02 0x42 0xA3 0x5A 0x01 0x00 0x00
3,901564800FA8,04:53:23.116,04:53:24.180,1063.777,0.6392317186778809,YES,0x93 0x03 0x23 0xA4 0x51 0x04 0x00 0x00
3,901564800E70,04:53:23.116,04:53:24.318,1201.636,0.565895162927875,YES,0x93 0x02 0x12 0xA0 0x5A 0x01 0x00 0x00
3,901564800F76,04:53:23.116,04:53:24.473,1356.1190000000001,0.5014309216226599,YES,0x93 0x03 0x11 0xA0 0x53 0x02 0x00 0x00
3,901564800FA8,04:53:23.116,04:53:24.681,1564.2,0.434727017005498,YES,0x93 0x03 0x42 0xA5 0x46 0x02 0x00 0x00
3,901564800E70,04:53:23.116,04:53:24.707,1591.047,0.42739152268914743,YES,0x93 0x02 0x42 0xA2 0x5D 0x06 0x00 0x00
3,901564800E70,04:53:23.116,04:53:24.763,1647.065,0.41285559464866295,YES,0x93 0x02 0x13 0xA2 0x5C 0x01 0x00 0x00
3,901564800F76,04:53:23.116,04:53:24.829,1712.118,0.3971688867239291,YES,0x93 0x03 0x23 0xA2 0x53 0x04 0x00 0x00
3,901564800FA8,04:53:23.116,04:53:25.167,2050.721,0.33159069419974735,YES,0x93 0x03 0x11 0xB3 0x47 0x01 0x00 0x00
3,901564800F76,04:53:23.116,04:53:25.209,2092.893,0.3249091090657764,YES,0x93 0x03 0x13 0xAB 0x58 0x01 0x00 0x00
