Packet #,Device ID,TX Timestamp,RX Timestamp,RTT Latency [ms],Data Rate [Kbps],Response,Latest IPC Msg
1,901564800E5A,03:26:25.150,03:26:25.361,210.503,3.2303577621221553,YES,0x93 0x01 0x12 0xA3 0x49 0x02 0x00 0x00
1,901564800E70,03:26:25.150,03:26:25.381,230.98499999999999,3.4634283611489924,YES,0x92 0x01 0x00 0x00 0x11 0x12 0x22 0x13 0x23 0x33 0x43
1,901564800E5A,03:26:25.150,03:26:25.396,245.45600000000002,2.7703539534580535,YES,0x93 0x01 0x23 0xA4 0x50 0x04 0x00 0x00
1,901564800E70,03:26:25.150,03:26:25.435,284.13,2.393270685953613,YES,0x93 0x01 0x11 0xA6 0x60 0x01 0x00 0x00
1,901564800E5A,03:26:25.150,03:26:25.445,294.37600000000003,2.309970921542517,YES,0x93 0x01 0x11 0xA3 0x4A 0x02 0x00 0x00
1,901564800E5A,03:26:25.150,03:26:25.496,345.518,1.9680595511666543,YES,0x93 0x01 0x00 0xA1 0x44 0x00 0x00 0x00
1,901564800FC4,03:26:25.150,03:26:25.497,346.46700000000004,1.0621502192127967,YES,
1,901564800FA8,03:26:25.150,03:26:25.514,363.904,1.8686246922265213,YES,0x93 0x01 0x12 0xA3 0x4C 0x01 0x00 0x00
1,901564800E5A,03:26:25.150,03:26:25.550,399.324,1.7028778635894661,YES,0x93 0x01 0x43 0xA5 0x56 0x02 0x00 0x00
1,901564800E70,03:26:25.150,03:26:25.588,437.15999999999997,0.8417970537103121,YES,
1,901564800E5A,03:26:25.150,03:26:25.597,446.859,1.521732806097673,YES,0x93 0x01 0x22 0xA4 0x5A 0x05 0x00 0x00
1,901564800FC4,03:26:25.150,03:26:25.643,492.194,1.625375360122228,YES,0x92 0x01 0x00 0x00 0x11 0x12 0x22 0x13 0x23 0x33 0x43
1,901564800F76,03:26:25.150,03:26:25.670,519.985,1.3077300306739617,YES,0x93 0x01 0x43 0xB2 0x51 0x01 0x00 0x00
1,901564800F76,03:26:25.150,03:26:25.692,541.603,1.255532188706488,YES,0x93 0x01 0x22 0xA0 0x5B 0x04 0x00 0x00
1,901564800FA8,03:26:25.150,03:26:25.706,555.303,1.2245566834683048,YES,0x93 0x01 0x11 0xB2 0x45 0x01 0x00 0x00
1,901564800E70,03:26:25.150,03:26:25.735,584.865,1.1626614688859822,YES,0x93 0x01 0x13 0xA0 0x58 0x02 0x00 0x00
1,901564800F76,03:26:25.150,03:26:25.747,596.579,1.1398322770328826,YES,0x93 0x01 0x11 0x00 0x55 0x00 0x00 0x00
1,901564800F76,03:26:25.150,03:26:25.796,645.257,1.053843662292699,YES,0x93 0x01 0x13 0xA4 0x5D 0x03 0x00 0x00
1,901564800F76,03:26:25.150,03:26:25.845,694.188,0.9795617325565985,YES,0x93 0x01 0x23 0xA2 0x57 0x02 0x00 0x00
1,901564800FA8,03:26:25.150,03:26:26.126,975.4540000000001,0.697111293818058,YES,0x93 0x01 0x22 0xA3 0x4A 0x02 0x00 0x00
1,901564800FA8,03:26:25.150,03:26:26.151,1000.6980000000001,0.6795256910676347,YES,0x93 0x01 0x13 0xB3 0x59 0x02 0x00 0x00
1,901564800E70,03:26:25.150,03:26:26.176,1025.683,0.6629728678353839,YES,0x93 0x01 0x33 0x00 0x5B 0x00 0x00 0x00
1,901564800FA8,03:26:25.150,03:26:26.207,1056.688,0.6435201308238572,YES,0x93 0x01 0x33 0xA3 0x5A 0x03 0x00 0x00
1,901564800E70,03:26:25.150,03:26:26.236,1085.564,0.6264024967666577,YES,0x93 0x01 0x11 0xA6 0x60 0x01 0x00 0x00
1,901564800FA8,03:26:25.150,03:26:26.252,1101.389,0.6174022075760698,YES,0x93 0x01 0x23 0xA6 0x5C 0x02 0x00 0x00
1,901564800E70,03:26:25.150,03:26:26.286,1135.701,0.3240289477600178,YES,
1,901564800E5A,03:26:25.150,03:26:26.367,1216.191,0.5591227035884988,YES,0x93 0x01 0x33 0xA5 0x53 0x02 0x00 0x00
1,901564800FC4,03:26:25.150,03:26:26.370,1219.688,0.5575196279704318,YES,0x93 0x01 0x33 0x00 0x5B 0x00 0x00 0x00
1,901564800FA8,03:26:25.150,03:26:26.680,1529.191,0.44467957240135475,YES,0x93 0x01 0x43 0xA5 0x56 0x02 0x00 0x00
1,901564800E5A,03:26:25.150,03:26:26.702,1551.7430000000002,0.4382168954524041,YES,0x93 0x01 0x13 0xA6 0x59 0x01 0x00 0x00
1,901564800F76,03:26:25.150,03:26:27.650,2499.4610000000002,0.2720586558462004,YES,0x93 0x01 0x33 0xA5 0x55 0x01 0x00 0x00
1,901564800F76,03:26:25.150,03:26:27.749,2598.971,0.26164201139604865,YES,0x93 0x01 0x12 0xA7 0x4F 0x02 0x00 0x00
1,901564800E70,03:26:25.150,03:26:28.934,3783.1839999999997,0.17974277751227538,YES,0x93 0x01 0x43 0xA0 0x5C 0x5C 0x00 0x00
1,901564800FC4,03:26:25.150,03:26:29.446,4295.152,0.1583180292571718,YES,0x93 0x01 0x43 0xA0 0x5C 0x5C 0x00 0x00
1,901564800E70,03:26:25.150,03:26:29.480,4329.871,0.1570485587214954,YES,0x93 0x01 0x12 0xA2 0x52 0x02 0x00 0x00
1,901564800E70,03:26:25.150,03:26:29.500,4349.504,0.08460734833213168,YES,
1,901564800FC4,03:26:25.150,03:26:29.601,4450.205000000001,0.15280194957310955,YES,0x93 0x01 0x12 0xA2 0x52 0x02 0x00 0x00
1,901564800FC4,03:26:25.150,03:26:29.652,4501.192,0.08175612148959653,YES,
2,901564800E70,03:26:30.152,03:26:30.574,421.736,1.6123831022250885,YES,0x93 0x02 0x43 0xA1 0x56 0x3B 0x00 0x00
2,901564800E70,03:26:30.152,03:26:30.598,446.18600000000004,1.5240280959061916,YES,0x93 0x02 0x33 0x97 0x5D 0x02 0x00 0x00
2,901564800E70,03:26:30.152,03:26:30.649,496.762,1.3688647682391166,YES,0x93 0x02 0x11 0xA6 0x59 0x02 0x00 0x00
2,901564800FA8,03:26:30.152,03:26:30.672,519.725,1.3083842416662659,YES,0x93 0x02 0x22 0xA3 0x49 0x02 0x00 0x00
2,901564800E70,03:26:30.152,03:26:30.705,552.802,0.6656994728673196,YES,
2,901564800E5A,03:26:30.152,03:26:30.965,813.491,0.8359035318153489,YES,0x93 0x02 0x00 0xA2 0x44 0x00 0x00 0x00
2,901564800E5A,03:26:30.152,03:26:31.011,859.5429999999999,0.7911180708818524,YES,0x93 0x02 0x33 0xA5 0x52 0x03 0x00 0x00
2,901564800F76,03:26:30.152,03:26:31.129,977.314,0.6957845687261207,YES,0x93 0x02 0x23 0xA2 0x57 0x02 0x00 0x00
2,901564800FA8,03:26:30.152,03:26:31.392,1239.842,0.548456980808845,YES,0x93 0x02 0x11 0xB0 0x46 0x02 0x00 0x00
2,901564800FA8,03:26:30.152,03:26:31.415,1263.249,0.538294508841883,YES,0x93 0x02 0x13 0xB3 0x58 0x04 0x00 0x00
2,901564800E5A,03:26:30.152,03:26:31.420,1268.687,0.5359872056701142,YES,0x93 0x02 0x12 0xA3 0x49 0x01 0x00 0x00
2,901564800FA8,03:26:30.152,03:26:31.465,1313.0059999999999,0.5178955770194501,YES,0x93 0x02 0x23 0xA6 0x5A 0x03 0x00 0x00
2,901564800E5A,03:26:30.152,03:26:31.513,1361.446,0.4994689469872474,YES,0x93 0x02 0x23 0xA4 0x52 0x01 0x00 0x00
2,901564800FA8,03:26:30.152,03:26:31.516,1364.347,0.4984069302017742,YES,0x93 0x02 0x33 0xA3 0x5D 0x02 0x00 0x00
2,901564800F76,03:26:30.152,03:26:31.560,1408.31,0.48284823653883024,YES,0x93 0x02 0x22 0xA0 0x5B 0x03 0x00 0x00
2,901564800E5A,03:26:30.152,03:26:31.565,1413.2389999999998,0.4811641909117991,YES,0x93 0x02 0x11 0xA3 0x4B 0x01 0x00 0x00
2,901564800FA8,03:26:30.152,03:26:31.568,1415.773,0.4803029864250837,YES,0x93 0x02 0x12 0xA3 0x4C 0x01 0x00 0x00
2,901564800F76,03:26:30.152,03:26:31.608,1456.464,0.4668841797668875,YES,0x93 0x02 0x11 0x9D 0x56 0x02 0x00 0x00
2,901564800FA8,03:26:30.152,03:26:31.617,1465.6299999999999,0.4639643020407606,YES,0x93 0x02 0x43 0xA5 0x57 0x03 0x00 0x00
2,901564800E70,03:26:30.152,03:26:31.764,1612.184,0.42178808374230237,YES,0x93 0x02 0x13 0x9F 0x56 0x38 0x00 0x00
2,901564800E70,03:26:30.152,03:26:31.803,1651.039,0.41186186395354685,YES,0x93 0x02 0x12 0xA2 0x52 0x59 0x00 0x00
2,901564800E70,03:26:30.152,03:26:31.854,1701.886,0.3995567270663253,YES,0x93 0x01 0x43 0xA2 0x5D 0x5D 0x00 0x00
2,901564800E70,03:26:30.152,03:26:31.905,1752.795,0.3879518141026189,YES,0x93 0x02 0x43 0xA1 0x56 0x3B 0x00 0x00
2,901564800E5A,03:26:30.152,03:26:31.972,1820.447,0.3735346318788737,YES,0x93 0x02 0x43 0xA5 0x55 0x02 0x00 0x00
2,901564800E5A,03:26:30.152,03:26:32.015,1863.056,0.36499171254111523,YES,0x93 0x02 0x22 0xA3 0x59 0x04 0x00 0x00
2,901564800E70,03:26:30.152,03:26:32.290,2138.018,0.31805157861159256,YES,0x93 0x01 0x23 0xA0 0x5C 0x02 0x00 0x00
2,901564800FC4,03:26:30.152,03:26:32.293,2141.0209999999997,0.3176054788813375,YES,0x93 0x02 0x43 0xA1 0x56 0x3B 0x00 0x00
2,901564800FC4,03:26:30.152,03:26:32.310,2157.725,0.31514674020090605,YES,0x93 0x02 0x33 0x97 0x5D 0x02 0x00 0x00
2,901564800FC4,03:26:30.152,03:26:32.719,2567.61,0.1433239471726625,YES,
2,901564800E5A,03:26:30.152,03:26:32.758,2606.021,0.2609341981511277,YES,0x93 0x02 0x13 0xA6 0x5C 0x02 0x00 0x00
2,901564800F76,03:26:30.152,03:26:33.186,3034.427,0.22409502683702723,YES,0x93 0x02 0x43 0xB2 0x52 0x01 0x00 0x00
2,901564800FC4,03:26:30.152,03:26:33.648,3496.004,0.19450778660436313,YES,0x93 0x02 0x12 0xA2 0x52 0x59 0x00 0x00
3,901564800F76,03:26:35.153,03:26:35.485,331.63,2.050477942285077,YES,0x93 0x02 0x13 0xA4 0x5B 0x02 0x00 0x00
3,901564800E70,03:26:35.153,03:26:35.548,395.019,1.7214361840822847,YES,0x93 0x03 0x43 0xA1 0x57 0x1C 0x00 0x00
3,901564800E5A,03:26:35.153,03:26:35.549,396.137,1.716577850592093,YES,0x93 0x03 0x23 0xA4 0x50 0x02 0x00 0x00
3,901564800FA8,03:26:35.153,03:26:35.565,412.027,1.6503772811005106,YES,0x93 0x03 0x11 0xB0 0x46 0x02 0x00 0x00
3,901564800E5A,03:26:35.153,03:26:35.575,422.034,1.61124459166797,YES,0x93 0x03 0x33 0xA5 0x52 0x01 0x00 0x00
3,901564800F76,03:26:35.153,03:26:35.885,731.626,0.9294366247235609,YES,0x93 0x02 0x33 0xA5 0x56 0x04 0x00 0x00
3,901564800F76,03:26:35.153,03:26:35.919,766.3870000000001,0.8872801861200672,YES,0x93 0x02 0x12 0xA7 0x4E 0x05 0x00 0x00
3,901564800FA8,03:26:35.153,03:26:35.946,793.233,0.8572512742157727,YES,0x93 0x03 0x12 0xA4 0x4C 0x03 0x00 0x00
3,901564800E70,03:26:35.153,03:26:35.948,794.543,0.8558378841673767,YES,0x93 0x03 0x33 0x97 0x59 0x02 0x00 0x00
3,901564800E5A,03:26:35.153,03:26:35.949,795.588,0.8547137463109047,YES,0x93 0x03 0x00 0xA2 0x44 0x00 0x00 0x00
3,901564800F76,03:26:35.153,03:26:35.973,819.844,0.8294260859383004,YES,0x93 0x03 0x43 0xB2 0x51 0x02 0x00 0x00
3,901564800E5A,03:26:35.153,03:26:35.981,828.172,0.8210854749979473,YES,0x93 0x03 0x12 0xA3 0x4A 0x02 0x00 0x00
3,901564800F76,03:26:35.153,03:26:36.025,871.776,0.7800168850713946,YES,0x93 0x03 0x33 0xA5 0x57 0x03 0x00 0x00
3,901564800FA8,03:26:35.153,03:26:36.034,881.02,0.7718326485210324,YES,0x93 0x03 0x22 0xA3 0x4A 0x01 0x00 0x00
3,901564800E5A,03:26:35.153,03:26:36.035,882.0360000000001,0.7709435896040524,YES,0x93 0x03 0x11 0xA3 0x4B 0x03 0x00 0x00
3,901564800F76,03:26:35.153,03:26:36.073,919.7579999999999,0.7393249093783365,YES,0x93 0x03 0x23 0xA2 0x56 0x04 0x00 0x00
3,901564800FA8,03:26:35.153,03:26:36.079,925.9079999999999,0.7344142182592656,YES,0x93 0x03 0x13 0xB3 0x58 0x02 0x00 0x00
3,901564800FA8,03:26:35.153,03:26:36.130,976.529,0.6963438873807127,YES,0x93 0x03 0x23 0xA6 0x5A 0x02 0x00 0x00
3,901564800F76,03:26:35.153,03:26:36.224,1070.5430000000001,0.6351916737580835,YES,0x93 0x03 0x12 0xA7 0x4F 0x04 0x00 0x00
3,901564800E5A,03:26:35.153,03:26:36.383,1229.696,0.5529822004788176,YES,0x93 0x03 0x43 0xA5 0x54 0x03 0x00 0x00
3,901564800E5A,03:26:35.153,03:26:36.429,1275.999,0.5329157781471615,YES,0x93 0x03 0x13 0xA6 0x5C 0x03 0x00 0x00
3,901564800E5A,03:26:35.153,03:26:36.480,1326.7089999999998,0.5125464589446518,YES,0x93 0x03 0x22 0xA4 0x57 0x04 0x00 0x00
3,901564800FA8,03:26:35.153,03:26:36.510,1356.5439999999999,0.5012738252500472,YES,0x93 0x03 0x43 0xA5 0x56 0x02 0x00 0x00
3,901564800E70,03:26:35.153,03:26:36.713,1559.6589999999999,0.43599273943855676,YES,0x93 0x03 0x12 0xA2 0x52 0x29 0x00 0x00
3,901564800E70,03:26:35.153,03:26:37.108,1954.942,0.3478364063997807,YES,0x93 0x03 0x23 0xA1 0x5C 0x96 0x00 0x00
3,901564800E70,03:26:35.153,03:26:37.532,2379.31,0.2857971428691512,YES,0x93 0x03 0x43 0xA2 0x5D 0x76 0x00 0x00
3,901564800E70,03:26:35.153,03:26:37.671,2518.158,0.2700386552392662,YES,0x93 0x03 0x13 0xA0 0x56 0x1A 0x00 0x00
3,901564800E70,03:26:35.153,03:26:38.119,2965.8869999999997,0.12407755251632988,YES,
3,901564800E70,03:26:35.153,03:26:38.173,3020.134,0.12184889809525008,YES,
4,901564800F76,03:26:40.156,03:26:40.431,275.286,2.4701583080868628,YES,0x93 0x04 0x12 0xA7 0x4E 0x04 0x00 0x00
4,901564800FA8,03:26:40.156,03:26:40.648,491.757,1.3827967878444027,YES,0x93 0x04 0x22 0xA3 0x4A 0x02 0x00 0x00
