Packet #,Device ID,TX Timestamp,RX Timestamp,RTT Latency [ms],Data Rate [Kbps],Response,Latest IPC Msg
1,901564800E5A,07:02:24.699,07:02:25.140,440.87399999999997,1.5423907964633885,YES,0x93 0x01 0x11 0xA5 0x5D 0x08 0x00 0x00
1,901564800F76,07:02:24.699,07:02:25.403,703.357,0.9667921126824642,YES,0x93 0x01 0x11 0xA5 0x58 0x01 0x00 0x00
1,901564800F76,07:02:24.699,07:02:25.436,736.464,0.9233309435355972,YES,0x93 0x01 0x21 0xA4 0x5A 0x01 0x00 0x00
1,901564800F76,07:02:24.699,07:02:25.489,789.532,0.8612697142104436,YES,0x93 0x01 0x13 0x9C 0x61 0x09 0x00 0x00
1,901564800F76,07:02:24.699,07:02:25.538,839.1650000000001,0.8103293154504776,YES,0x93 0x01 0x41 0xB2 0x61 0x4B 0x00 0x00
1,901564800E5A,07:02:24.699,07:02:25.666,966.8670000000001,0.7033025224772383,YES,0x93 0x01 0x21 0xA5 0x53 0x02 0x00 0x00
1,901564800E5A,07:02:24.699,07:02:25.794,1095.203,0.6208894606753269,YES,0x93 0x01 0x31 0xA5 0x59 0x05 0x00 0x00
1,901564800E5A,07:02:24.699,07:02:25.844,1145.141,0.5938133382701343,YES,0x93 0x01 0x41 0x00 0x5C 0x00 0x00 0x00
1,901564800E70,07:02:24.699,07:02:25.875,1175.402,0.5785254746886597,YES,0x93 0x01 0x11 0xA0 0x5A 0x01 0x00 0x00
1,901564800E5A,07:02:24.699,07:02:25.895,1195.634,0.5687359175132188,YES,0x93 0x01 0x12 0xA5 0x52 0x10 0x00 0x00
1,901564800E5A,07:02:24.699,07:02:25.946,1246.884,0.545359472092031,YES,0x93 0x01 0x22 0xA5 0x5B 0x24 0x00 0x00
2,901564800F76,07:02:26.701,07:02:26.891,190.208,3.575033647375505,YES,0x93 0x02 0x21 0xA4 0x56 0x02 0x00 0x00
2,901564800E5A,07:02:26.701,07:02:27.001,300.06,2.26621342398187,YES,0x93 0x02 0x22 0xA5 0x5E 0x05 0x00 0x00
2,901564800F76,07:02:26.701,07:02:27.252,551.819,1.2322881234607725,YES,0x93 0x02 0x11 0xA5 0x57 0x01 0x00 0x00
2,901564800F76,07:02:26.701,07:02:27.293,592.1809999999999,1.1482975644270925,YES,0x93 0x02 0x12 0xB3 0x5F 0x02 0x00 0x00
2,901564800E5A,07:02:26.701,07:02:27.437,736.503,0.9232820504465019,YES,0x93 0x02 0x12 0xA5 0x51 0x02 0x00 0x00
3,901564800E5A,07:02:28.702,07:02:28.853,151.395,4.4915618085141515,YES,0x93 0x03 0x31 0xA5 0x55 0x0A 0x00 0x00
3,901564800E5A,07:02:28.702,07:02:28.904,202.24800000000002,3.3622087733871284,YES,0x93 0x03 0x21 0xA4 0x53 0x02 0x00 0x00
3,unknown,07:02:28.702,07:02:28.975,273.706,0.5261119595478361,YES,N/A
3,901564800E5A,07:02:28.702,07:02:29.672,970.48,0.7006841975105103,YES,0x93 0x03 0x11 0xA5 0x56 0x08 0x00 0x00
3,901564800E5A,07:02:28.702,07:02:29.757,1055.862,0.6440235561086581,YES,0x93 0x03 0x12 0xA5 0x58 0x02 0x00 0x00
4,unknown,07:02:30.703,07:02:30.910,207.411,0.6942736884736104,YES,N/A
4,901564800E5A,07:02:30.703,07:02:31.142,439.038,1.5488408748217695,YES,0x93 0x04 0x11 0xA5 0x51 0x04 0x00 0x00
4,901564800E5A,07:02:30.703,07:02:31.211,507.90599999999995,1.338830413501711,YES,0x93 0x04 0x12 0xA5 0x51 0x02 0x00 0x00
4,901564800E5A,07:02:30.703,07:02:31.586,883.498,0.7696678430511444,YES,0x93 0x04 0x21 0xA5 0x4C 0x03 0x00 0x00
4,901564800E5A,07:02:30.703,07:02:31.713,1010.2919999999999,0.6730727354071893,YES,0x93 0x04 0x41 0xA4 0x58 0x02 0x00 0x00
4,901564800F76,07:02:30.703,07:02:31.844,1141.492,0.595711577479299,YES,0x93 0x02 0x41 0xB2 0x63 0x07 0x00 0x00
4,901564800E5A,07:02:30.703,07:02:32.073,1370.0449999999998,0.49633406201986074,YES,0x93 0x04 0x31 0xA5 0x55 0x01 0x00 0x00
4,901564800E5A,07:02:30.703,07:02:32.115,1411.713,0.48168430835446013,YES,0x93 0x04 0x00 0xA4 0x5D 0x00 0x00 0x00
